area,district,min_age,max_age,age_summary,gender,income_category,income_summary,personal_category,personal_summary,household_category,household_summary,support_type,support_summary,application_method,application_summary,benefit_category,benefit_summary,start_date,end_date,date_summary,benefit_details,source,additional_data,keywords,서비스ID
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 국가유공자 본인 또는 보훈부에 선순위로 등록된 유족 지원내용: 송파구에 거주중인 국가보훈대상자 중 신청자에게 유형별 현금 지원 - ,모름,아니오,"['송파구국가보훈대상자', '위문금', '지원']",323000000110
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 관내 법정 저소득한부모 가구 지원내용: 관내 법정 저소득한부모가족에게 명절격려금 가구당 30,000원 지원 저소득 한부모 540세대",모름,아니오,"['송파구저소득', '한부모가족', '지원']",323000000111
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 전 국민(제한없음) 지원내용: 송파구 내에서 소비 가능한 모바일상품권 할인 판매 신청기한: 접수기관 별 상이 신청방법: 직접입력,모름,아니오,['지역화폐송파사랑상품권'],323000000112
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 입양일을 기준으로 6개월 이상 송파구에 주민등록을 두고 실제 거주하고 있는 입양부모 지원내용: 입양부모에게 입양축하금 지원 - 입양,모름,아니오,"['송파구입양가정', '입양축하금', '지원']",323000000113
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 사용승인후 10년 경과된 공동주택(30세대 이상) 지원내용: 사용승인 후 10년 경과된 공동주택을 대상으로 시설물 유지비용 일부 지,모름,아니오,"['송파구공동주택', '유지관리비용', '일부지원']",323000000114
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 국,시비 활동지원을 받고 있는 대상자 중 서비스 지원 종합조사에 따른 기능제한영역점수가 380점 이상인 대상 1) 60시간형: 기능",모름,아니오,"['송파구장애인활동지원', '송파구', '추가지원']",323000000115
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 국민건강보험공단 송파지역가입자로서 건강보험료가 보건복지부 고시에 따른 지역가입자 월 보험료 하한액 이하인 세대 - 만 65세 이상 ,모름,아니오,"['저소득', '국민건강보험료', '및']",323000000116
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 신생아 출생신고일 기준으로 6개월 이상 계속하여 구에 주민등록을 두고 거주하고 있는 자녀를 출산한 신생아의 부 또는 모 출생신고 후,모름,아니오,"['송파구출산축하금', '지원']",323000000117
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 가정위탁세대 지원내용: 가정위탁세대당 5만원씩 연2회(설,추석) 명절격려금 지원 신청기한: 개인 신청절차 없음 신청방법: 신청불필요",모름,아니오,"['송파구가정위탁세대', '명절', '격려금']",323000000119
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20230209104251 지원대상: 매년 6월 25일 기준 송파구에 주민등록을 두고 1년 이상 계속 거주하는 6.25전쟁 참전유공자 지원내용: 지원금액 : 30만원 (,모름,아니오,"['625', '참전유공자', '위문금']",323000000122
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 만 14세 이상의 은행과 금융거래가 가능한 본인 명의의 스마트폰 소지자 지원내용: 소비자 - 구입 충전 시 할인 5, 연말정산 시 ",모름,아니오,['지역화폐강동사랑상품권'],324000000101
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 경로당 이용 어르신 지원내용: 명절맞이 경로당 위문금(위문품) 지원 - 10만원 상당 / 연 2회 신청기한: 상시신청 신청방법: 신,모름,아니오,"['명절맞이', '위문물품', '지원경로당']",324000000102
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 취약계층 등에게 인플루엔자, 대상포진 등 무료예방접종 지원 지원내용: 취약계층 등에게 인플루엔자, 대상포진 등 무료예방접종 지원 신",모름,아니오,"['취약계층', '예방접종', '지원']",324000000103
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 노인맞춤돌봄서비스 지원 대상 구민 지원내용: 노인맞춤돌봄서비스 대상 구민 반려식물 보급 및 원예치유 프로그램 운영, 전시회 개최 등",모름,아니오,"['반려식물', '보급']",324000000104
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 관내 법정 저소득 가정이거나 중위소득 120이하 가정 중 동장이 추천한 학생(초,중,고등학생) 지원내용: 저소득가정 청소년에게 학원",모름,아니오,['배움나눔사업'],324000000105
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 강동구에 주민등록상 동일세대를 구성하는 4자녀 이상 양육 가정의 넷째 이상 자녀가 초중고등학교에 입학하는 가정 지원내용: 자녀 네 ,모름,아니오,"['입학축하금', '지원']",324000000106
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 막내가 만 6세 미만인 다자녀가정 중 세자녀가정은 세대당 월 10만원, 네자녀 이상 가정은 세대당 월 20만원 지원 지원내용: 강동",모름,아니오,"['다자녀특별장려금', '지원']",324000000107
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 관내 친환경 인증농가 지원내용: 친환경 농자재 및 친환경 인증 소요비용 보조 지원 신청기한: 매년 상,하반기 신청(4월, 9월) 신",모름,아니오,"['친환경', '농자재', '및']",324000000108
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 장기요양등급 외 a, b 판정자 중 기초생활수급자, 차상위계층 기초생활수급자, 그 밖에 노인장기요양보험법에 따라 장기요양인정 신청을",모름,아니오,"['노인', '성인용', '보행기']",324000000109
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 양로시설 입소어르신 지원내용: 양로시설 입소 어르신에게 명절맞이 위문물품 지원 - 70만원 / 연 2회 신청기한: 별도 신청절차 없,모름,아니오,"['명절맞이', '위문물품', '지원양로시설']",324000000110
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 입양특례법에 따라 만18세 미만의 요보호아동을 입양하여 입양일기준 6개월 이상 계속 우리구에 주민등록을 두고 실제 거주하고 있는 입,모름,아니오,"['입양축하금', '지원']",324000000111
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 강동구 거주 수급자격요건을 갖춘 국가보훈대상자 지원내용: 수급자격 요건을 갖춘 강동구 거주 국가보훈대상자에게 정기적 보훈수당 및 명,모름,아니오,"['국가보훈대상자', '보훈수당', '및']",324000000115
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 관내 100세 이상 어르신과 주민등록상 한 가구를 구성하고 실제 함께 생활하는 가정 - 100세 이상의 부모 또는 조부모 등 직계존,모름,아니오,"['효행장려금', '지급']",324000000116
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 농업경영체 등록 농업인(강동구 농지 소재지) 지원내용: 관내 농업경영체 등록 농지를 대상으로 토양개량제(규산, 석회) 지원 신청기한",모름,아니오,"['토양개량제', '지원']",324000000117
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 관내 농지 농업경영체 등록 농업인 지원내용: 농업경영체 등록 농지를 대상으로 유기질비료 5종 지원 신청기한: 2024.11.0820,모름,아니오,"['유기질비료', '지원']",324000000118
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20241222142019 지원대상: 지역 주민 모두 지원내용: 상해로 화상을 입고 수술을 받은 경우(심재성 2도이상) 100 대중교통수단 탑승 중, 승하차 중, 사고로",모름,아니오,"['강동구', '구민안전보험']",324000000319
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 동물등록을 한 중구민 지원내용: 동물등록견 광견병 예방접종시 일부지원 신청기한: 상시신청 신청방법: 신청불필요,모름,아니오,"['광견병예방접종', '시술비', '지원']",325000000101
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 기준일 현재 중구 주민등록 되어있는 고등학교 1학년 146명 지원내용: 고등학교 신입생 교복구입비 지원 신청기한: 2025.3.3.,모름,아니오,"['부산', '중구', '교복구입비']",325000000103
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 중구에 6개월 이상 주민등록을 두고 거주중인 임산부 지원내용: 부산 중구에 6개월 이상 주민등록을 두고 거주중인 임신부에게 임신축하,모름,아니오,"['부산', '중구', '임신출산']",325000000104
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 출산일 및 출산장려금 신청일 현재 중구에 주민등록을 둔 영아의 부 또는 모 지원내용: 출생일 및 출산장려금 신청일 현재 중구에 거주,모름,아니오,"['출산장려금', '지원']",325000000105
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 신생아의 출생일 이전부터 신청일 현재까지 1년 이상 계속하여 부산광역시 중구에 주민등록을 두고 거주하는 장애인가정 지원내용: 신생아,모름,아니오,"['장애인가정', '출산지원금지원']",325000000106
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 만65세 이상 의료급여수급권자 지원내용: 틀니 본인부담금 및 지대치 비용 지원 신청기한: 상시신청 신청방법: 방문신청,모름,아니오,"['의료급여', '수급', '어르신']",325000000107
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 부산광역시 중구 참전유공자 지원에 관한 조례에 따른, 사망일 기준 65세 이상이면서 부산광역시 중구에 주민등록을 둔 참전유공자의 유",모름,아니오,"['참전유공자', '사망위로금', '지급']",325000000108
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20240527162043 지원대상: 지원대상 : 19세 이상 등록 장애인 신청자가 지원대상 인원보다 많을 시 아래와 같은 우선순위에 따른 선발 - 1순위 : 소득기준(,모름,아니오,"['부산', '중구장애인', '평생교육이용권']",325000000242
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20241021133424 지원대상: 보험료 부과금액이 보건복지부장관이 정한 최저보험료이하인 만 65세 이상 저소득 노인세대 지원내용: 대상 - 건강보험료가 보건복지부장,모름,아니오,"['저소득', '노인세대', '건강보험료']",325000000244
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20241222140713 지원대상: 지역 주민 모두(상법에 따라 15세 미만자의 경우 사망담보는 제외) 지원내용: 자연재해로 사망한 경우, 사회재난으로 사망한 경우, ",모름,아니오,"['부산광역시', '중구', '구민안전보험']",325000000245
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20201217142613 지원대상: 12세 이하 어린이(2025년 기준, 2012. 1. 1. 이후 출생자) - bcg(피내용): 5세 미만(생후 59개월 이하)까지 ",모름,아니오,"['12세', '이하', '어린이']",326000000053
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 부산광역시 서구에 주민등록을 둔 셋째 이후 출산가정 보장기간 중 서구에 계속 거주 지원내용: 사업목적 : 셋째 이후 출생아가 있는 ,모름,아니오,"['셋째', '이후', '출생아']",326000000154
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 부산광역시 서구에 주민등록을 둔 모든 출산가정/ 출생순위별 지급 지원내용: 사업목적 : 출산가정에 출산지원금을 지원함으로써 경제적 ,모름,아니오,"['출산지원금', '지원']",326000000156
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 거주시설입소자 중 자립퇴소자 지원내용: 지원목적 : 시설퇴소장애인의 자립지원 지원내용 : 장애인거주시설 퇴소자 중 자립으로 인한 퇴,모름,아니오,"['거주시설', '퇴소장애인', '자립정착금']",326000000157
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 장애인활동지원 추가지원 필요자 - 직전 3개월의 국비지원시간 사용률 90 미만일 경우 선정 제외 - 기존 대상자 재선정 시, 총 생",모름,아니오,"['중증장애인', '활동보조', '지원']",326000000158
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 관내 반려견 견주 지원내용: 광견병 예방접종 신청기한: 1년에 2번 (상,하반기 각 1회) 시행, 별도 공고 신청방법: 방문신청",모름,아니오,"['광견병', '예방접종']",326000000159
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20240119153221 지원대상: 고등학교(부산시외 중학교학교이외 교육기관) 입학생, 3월 1일 기준 서구 주민등록자 지원내용: 매년 3월 1일 기준 서구에 주민등록",모름,아니오,"['서구', '교복구입비', '지원']",326000000244
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20240528152915 지원대상: 1. 신청대상: 부산서구에 주민등록상 주소지를 두고 있으며, 신청일 기준 19세 이상 등록장애인 (장애인복지법 제32조에 따라 등록",모름,아니오,"['부산', '서구', '장애인평생교육이용권']",326000000245
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20240823172306 지원대상: 서구에 1년 이상 주민등록을 둔 만 19세 34세 미취업, 사업자 등록 사실이 없는 청년 (신청일 기준) 지원내용: 연 1회 10만",모름,아니오,"['서구', '청년', '자격증']",326000000247
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20241222141358 지원대상: 지역 주민 모두 지원내용: 자연재해(일사병, 열사병, 저체온증 포함)로 사망한 경우(단, 15세 미만자 제외) 1000 폭발, 화재",모름,아니오,"['부산광역시', '서구', '구민안전보험']",326000000248
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 동구에 주민등록을 두고 실제 거주하고 있는 어린이집 입학 영유아 지원내용: 부산광역시 동구에 주민등록이 되어 있는 영유아 중 생애 ,모름,아니오,"['어린이집', '입학축하금', '지원']",327000000101
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 부과된 보험료가 최저보험료이하인 저소득노인세대 지원내용: 주민등록상 65세 이상인 저소득노인세대로서 보험료가 최저보험료이하인 세대 ,모름,아니오,"['저소득', '노인세대', '국민건강보험료']",327000000102
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 저소득 독거 어르신(팔순 도래자) 지원내용: 소외된 저소득 독거어르신 생신(팔순)상 지원 신청기한: 신청불필요 신청방법: 신청불필요,모름,아니오,"['저소득', '독거노인', '지원']",327000000103
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 동구 거주 맞벌이, 소외계층 등 돌봄 부재 결식 우려 아동 80명 지원내용: 대상 : 동구 거주 맞벌이, 소외계층 돌봄 부재 결식 ",모름,아니오,"['동구', '어린이식당', '지원']",327000000104
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 동구 거주 임산부 지원내용: 산모건강관리 - 임산부 엽산제, 철분제 지급 - 산전검사 시행 - 유축기 대여 - 임산부 축하선물 지급",모름,아니오,"['임산부', '건강관리', '서비스']",327000000105
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 참전유공자로 등록결정된 사람으로서 사망일 현재 부산광역시 동구에 1년 이상 주민등록을 둔 사람의 유족 또는 가족 지원내용: 참전유공,모름,아니오,"['참전유공자', '사망위로금', '지원']",327000000106
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 동구에 주민등록을 두고 실제 거주하고 있는 출산 가구 지원내용: 부산광역시 동구에 주민등록이 되어 있는 둘째이후 아이 - 둘째아이 ,모름,아니오,"['출산축하금', '지원']",327000000107
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 기초생활보장수급자 본인 또는 자녀, 저소득층 자녀, 이재민 등 구청장이 인정하는 본인 또는 자녀 중 품행이 바르고 성적이 우수한 학",모름,아니오,"['복지장학금', '지원']",327000000108
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 65세이상 취약계층 독거노인 지원내용: 취약계층 독거노인 대상 ai스피커를 이용한 대상자 말벗서비스 생활편의(음악힐링 등), 긴급 ",모름,아니오,"['인공지능ai', '감성케어', '돌봄서비스']",327000000109
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20210923123456 지원대상: 2025년 3월 1일 현재 부산광역시 동구에 주민등록주소를 두고, 교복을입는 1.고등학교 입학생 2.부산시 외 소재 중학교 입학생 ",모름,아니오,"['부산동구', '고등학생', '교복구입비']",327000000111
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 입학일 기준 부산광역시 동구에 주민등록 되어있는 초등학교 최초 입학 자녀가 있는 가정 지원내용: 입학축하금 - 입학일 기준 부산광역,모름,아니오,"['부산동구', '초등학생', '입학축하금']",327000000112
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20220127171800 지원대상: 주민등록 주소지가 부산광역시 동구인 11세18세 여성청소년 지원내용: 대상 : 주민등록 주소지가 부산광역시 동구인 11세18세 여성,모름,아니오,"['동구', '여성청소년', '보건위생용품']",327000000113
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20220726151642 지원대상: - 부산광역시 동구에 주민등록을 둔 75세 이상 지원내용: - 부산광역시 동구에 주민등록을 둔 75세이상 어르신에게 품위유지비 월2,모름,아니오,"['어르신', '품위유지비', '지원']",327000000114
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20231206155338 지원대상: 차상위자활, 차상위계층 확인서 발급 대상자 가구 지원내용: 1가구당 연 100천원 (연1회지급) 행복e음통해 지원대상 확인 후 가구",모름,아니오,"['시비특별지원', '월동대책비']",327000000247
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20240527183922 지원대상: - 신청자격 : 부산 동구에 주민등록상 주소지를 두고 있으며, 신청 개시일 기준 19세이상 등록 장애인(장애인복지법 제32조에 따라",모름,아니오,"['부산', '동구', '장애인']",327000000248
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20241222135101 지원대상: 지역 주민 모두 지원내용: 재난이나 그 밖의 각종 사고로 사람의 생명 신체 또는 재산에 피해가 발생한 경우 그 피해를 보상하기 위해,모름,아니오,"['부산광역시', '동구', '구민안전보험']",327000000250
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 독립유공자 유가족 지원내용: 독립유공자유가족 지원 신청기한: 상시신청 신청방법: 신청불필요,모름,아니오,"['독립유공자유가족', '지원']",328000000101
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 참전유공자 중 차상위계층이하 지원내용: 참천유공자 중 차상위계층 이하 지원 신청기한: 상시신청 신청방법: 신청불필요,모름,아니오,"['참전유공자', '지원']",328000000102
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 고등학교 1학년 입(전)학생 지원내용: 영도구에 사는 고등학교 1학년 학생들에게 교복비를 지원합니다. - 기준일 현재 영도구에 주민,모름,아니오,"['영도구', '교복구입비', '지원']",328000000103
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 보건복지부장관이 정한 최저보험료 이하의 저소득 만 65세이상 노인세대 지원내용: 저소득 노인세대 건강보험료 지원 지원대상 : 보험료,모름,아니오,"['저소득', '노인세대', '국민건강보험료']",328000000104
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20220209142817 지원대상: 2023.1.1이후 출생아 (부 또는 모 및 출생아 출생 신고 시 영도구 주민등록 된 자) 지원내용: 2023.1.1이후 출생아 출,모름,아니오,"['출산지원금', '및', '출산축하용품']",328000000105
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20220718101610 지원대상: 영도구민 전체 자동가입(전입시 자동가입, 전출시 자동해지)이며 보험청구 사유 발생시 보험사(한국지방제정공제회)에 보험금 청구 지원내",모름,아니오,['구민안전보험'],328000000107
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20221026194839 지원대상: 지원대상 : 신청일 기준 아래 요건을 모두 충족하는 자 - 1939세 미취업 청년(신청일 기준) 정부직접일자리(공공근로, 희망근로 ",모름,아니오,"['영도', '청년', '자격증']",328000000108
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20240523131723 지원대상: o 기준일 현재 영도구에 주민등록이 되어 있는 학생으로 , 다음의 학교에 입학하는 초등학교 1학년 학생들에게 입학지원금을 지원합니다",모름,아니오,"['영도구', '초등학교', '입학지원금']",328000000110
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20240527151443 지원대상: 지원대상 - 신청자격 : 영도구에 주민등록상 주소지를 두고 있으며, 신청일 기준 19세이상 등록 장애인(장애인복지법 제32조, 20",모름,아니오,"['부산광역시', '영도구장애인', '평생교육이용권']",328000000111
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20240528161224 지원대상: 2024년 기준중위소득(4인가구, 5,729,913원) 100이하 취약계층 지원내용: 1. 취약계층 산모신생아 건강관리서비스 지원 ",모름,아니오,"['영도', '사계절산타', '지원사업']",328000000112
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20240530164149 지원대상: 3개월령 이상의 견 또는 접종 후 1년이 경과한 견 - 등록견 : 5,000원 - 미등록견 : 7,000원 지원내용: 광견병 예방접",모름,아니오,"['광견병', '예방접종', '시술비']",328000000113
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20240625094953 지원대상: 9세 18세 청소년 (2016년생 2007년생) - 신청일 기준 영도구에 1년 이상 주민등록을 둔 청소년 - 2025년 1월 1일부,모름,아니오,"['영도구', '청소년', '자격증']",328000000114
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20240626095355 지원대상: 폐업, 이전 등으로 장기간 방치되어 안전사고 우려가 있는 노후위험 간판 소유주 및 사용자 지원내용: 폐업, 이전 등으로 주인 없이 ",모름,아니오,"['주인없는', '노후', '위험간판']",328000000115
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20240626174004 지원대상: 한국해양대 및 고신대 재학생 또는 영도구 관내 거주 대학생 - 모집인원보다 지원인원이 많을 시, 순위에 따라 선정 (2024년 기준",모름,아니오,"['영도구베트남', '대학생', '친선교류']",328000000116
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20240703110509 지원대상: 영도구 관내 20세대이상으로 사용승인일로부터 15년(2010년 이전)이 경과된 공동주택 지원내용: 공동주택 경과연수에 따른 총사업비,모름,아니오,['공동주택관리지원'],328000000117
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20240826150908 지원대상: 1. 대 상 : 관내 영업장 면적 99 이하 일반음식점 15개소 현재 방역전문업체와 계약중인 업소는 신청대상에서 제외 2. 모집방법,모름,아니오,"['음식점', '해충방역', '사업']",328000000119
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20240826154121 지원대상: 관내 일반음식점 15개소 - 대상선정 : 배점 기준표에 따른 고득점 업소 순 선정 지원내용: 1. 대 상 : 관내 일반음식점 15개,모름,아니오,"['음식점', '조리환경', '개선사업']",328000000120
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20240902110432 지원대상: 지하수이용부담금 부과대상시설 중 고장노후 지하수 계량기(신규 및 지하수이용부담금 체납 시설 등 제외) 지원내용: 고장노후 지하수 계,모름,아니오,"['고장노후', '지하수계량기', '교체지원사업']",328000000122
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,"등록일시: 20240920104249 지원대상: 관광진흥법 제4조에 따라 적법하게 등록된 여행사(전국) 지원내용: 당일 여행 : 관광지 2개소 이상, 식당 또는 카페 1회 이상 방",모름,아니오,"['관광객', '유치', '여행사']",328000000123
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20241021171355 지원대상: 주택에 발생한 화재로 직접적인 피해를 입은 구민 지원내용: 지원대상 : 주택에 발생한 화재로 직접적인 피해를 입은 구민(건축물 소유,모름,아니오,"['영도구', '주택', '화재피해주민']",328000000128
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 관내 협약 5개소 의료기관 이용 부산진구 거주 임산부 지원내용: 지원내용 : 태아기형아검사(쿼드검사)비용의 본인부담금 지원 지원금액,모름,아니오,"['태아기형아쿼드', '검사비', '지원']",329000000101
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 장애인 거주시설에 거주하는 기초수급자 장애인 지원내용: 장애인 거주시설에 거주하는 기초수급자 장애인에게 명절 위문비 지급 신청기한:,모름,아니오,"['장애인', '거주시설', '명절']",329000000102
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 부산진구에 주소를 둔 국민건강보험법에 따른 지역 가입자로서 보험료가 보건복지부장관이 정하여 고시하는 최저보험료 이하인 노인세대 지원,모름,아니오,"['저소득', '노인', '국민건강보험료']",329000000103
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 참전유공자 명예수당 : 부산진구 거주 중인 65세이상의 참전유공자 지원내용: 참전유공자 명예수당 : 부산진구 거주 중인 65세 이상,모름,아니오,"['참전유공자명예수당', '지원']",329000000104
전국,,0,99,,,,,,,,,기타,,온라인 신청,,생활안정,,,,,등록일시: 20210923123456 지원대상: 부산진구 거주 65세 이상 의료급여수급자 중 당해 검진대상자 지원내용: 국가 일반건강검진에서 소외된 부산진구의 65세 이상 의료급여,모름,아니오,"['취약계층', '어르신', '건강검진']",329000000105
